,anno,provincia,comune,giorno,organo_di_rilevazione,localizzazione_incidente,denominazione_della_strada,tronco_di_strada_o_autostrada,tipo_di_strada,pavimentazione,intersezione_o_non_interse3,fondo_stradale,segnaletica,condizioni_meteorologiche,natura_incidente,tipo_veicolo_a,tipo_veicoli__b_,tipo_veicolo__c_,veicolo__a____circostanze_10,veicolo__a____circostanze_11,veicolo__b____circostanze_13,veicolo__b____circostanze_14,veicolo__a___anno_immatric18,immatricolazione_veicolo__b_,immatricolazione_veicolo__c_,veicolo__a___et__conducente,veicolo__a___sesso_conducente,veicolo__a___esito_conducente,veicolo__a___patente_condu29,veicolo__a___anno_rilascio30,veicolo__a___passeggeri_an35,veicolo__a___et__passegger36,veicolo__a___sesso_passegg37,veicolo__a___esito_passegg38,veicolo__a___et__passegger39,veicolo__a___sesso_passegg40,veicolo__a___esito_passegg41,veicolo__a___et__passegger42,veicolo__a___sesso_passegg43,veicolo__a___esito_passegg44,veicolo__a___et__passegger45,veicolo__a___sesso_passegg46,veicolo__a___altri_passegg47,veicolo__a___altri_passegg48,veicolo__a___altri_passegg49,veicolo__a___altri_passegg50,veicolo__b___et__conducente,veicolo__b___sesso_conducente,veicolo__b___esito_conducente,veicolo__b___patente_condu51,veicolo__b___anno_rilascio52,veicolo__b___passeggeri_an57,veicolo__b___et__passegger58,veicolo__b___sesso_passegg59,veicolo__b___esito_passegg60,veicolo__b___et__passegger61,veicolo__b___sesso_passegg62,veicolo__b___esito_passegg63,veicolo__b___et__passegger64,veicolo__b___sesso_passegg65,veicolo__b___esito_passegg66,veicolo__b___et__passegger67,veicolo__b___sesso_passegg68,veicolo__b___altri_passegg69,veicolo__b___altri_passegg70,veicolo__b___altri_passegg71,veicolo__b___altri_passegg72,veicolo__c___et__conducente,veicolo__c___sesso_conducente,veicolo__c___esito_conducente,veicolo__c___patente_condu73,veicolo__c___anno_rilascio74,veicolo__c___passeggeri_an79,veicolo__c___et__passegger80,veicolo__c___sesso_passegg81,veicolo__c___esito_passegg82,veicolo__c___et__passegger83,veicolo__c___sesso_passegg84,veicolo__c___esito_passegg85,veicolo__c___et__passegger86,veicolo__c___sesso_passegg87,veicolo__c___esito_passegg88,veicolo__c___et__passegger89,veicolo__c___sesso_passegg90,veicolo__c___altri_passegg91,veicolo__c___altri_passegg92,veicolo__c___altri_passegg93,veicolo__c___altri_passegg94,pedone_morto_1__sesso,pedone_morto_1__et_,pedone_ferito_1__sesso,pedone_ferito_1__et_,pedone_morto_2__sesso,pedone_morto_2__et_,pedone_ferito_2__sesso,pedone_ferito_2__et_,pedone_morto_3__sesso,pedone_morto_3__et_,pedone_ferito_3__sesso,pedone_ferito_3__et_,pedone_morto_4__sesso,pedone_morto_4__et_,pedone_ferito_4__sesso,pedone_ferito_4__et_,altri_veicoli_coinvolti,morti_maschi_coinvolti_su_95,morti_femmine_coinvolti_su96,feriti_maschi_coinvolti_su97,feriti_femmine_coinvolti_s98,morti_entro_24_ore,morti_entro_30_giorni,feriti,descrizione_strada,Ora,chilometri,ettometrica,trimestre
115496,16,15,146,2,4,1,   ,12,1,1,4,1,4,1,4,1,01,01,11,  ,01,  ,2016       ,2007       ,2010       ,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Parri Ferruccio incrocio via Gozzoli Benozzo         ,15,0000,000,2
115497,16,15,146,2,4,1,   ,12,2,1,3,1,4,1,2,1,17,  ,04,  ,01,  ,2015       ,"(2001,2006]",           ,30-44,2,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,9,           , ,     , ,2,55-64,3, ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,via Sismondi Gian Carlo incrocio via Druso               ,15,0000,000,2
115498,16,15,146,2,4,1,   ,12,1,1,2,1,4,1,2,1,16,  ,06,  ,01,  ,2008       ,"(2001,2006]",           ,30-44,1,1,3,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Eustachi Bartolomeo incrocio via Plinio              ,16,0000,000,2
115499,16,15,146,2,4,1,   ,12,4,1,4,1,4,1,2,16,16,  ,10,  ,01,  ,"(2001,2006]",2009       ,           ,45-54,1,2,4,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,viale Gran Sasso incrocio via Lippi Filippino            ,17,0000,000,2
115500,16,15,146,2,4,1,   ,12,2,1,7,1,4,1,2,1,01,  ,21,  ,20,  ,2007       ,2011       ,           ,30-44,2,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Gozzoli Benozzo, palo luce 73                        ",19,0000,000,2
115501,16,15,146,3,4,1,   ,12,4,1,7,1,4,1,2,8,03,  ,23,  ,23,  ,2012       ,2014       ,           ,55-64,1,2,3,"(1981,1986]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(1996,2001]", ,     , ,2,65+  ,3, ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,"piazza della Repubblica, palo luce 61 2                  ",8,0000,000,2
115502,16,15,146,3,4,1,   ,12,4,1,4,1,4,1,2,1,06,  ,02,  ,01,  ,"(2001,2006]",2011       ,           ,45-54,2,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,5,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,viale Stelvio incrocio via Lario                         ,11,0000,000,2
115503,16,15,146,3,4,1,   ,12,4,1,4,1,4,1,3,1,16,  ,01,  ,05,  ,2013       ,           ,           ,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,corso Lodi incrocio via Passo Buole                      ,14,0000,000,2
115504,16,15,146,3,4,1,   ,12,2,1,7,1,4,1,2,1,14,  ,00,  ,00,  ,"(2001,2006]",           ,           ,30-44,1,1,2,"(1991,1996]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,2,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Valenza, 13                                          ",17,0000,000,2
115505,16,15,146,3,4,1,   ,12,4,1,4,1,4,1,2,16,01,  ,01,  ,08,  ,2015       ,2010       ,           ,18-29,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,viale Jenner Edoardo incrocio piazzale Nigra Costantino  ,18,0000,000,2
115506,16,15,146,4,4,1,   ,12,4,1,4,1,4,1,2,1,01,  ,01,  ,08,  ,2013       ,2008       ,           ,18-29,1,2,2,"(2006,2011]",2,18-29,3, ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,viale Beatrice D'Este incrocio via Bianca di Savoia      ,3,0000,000,2
115507,16,15,146,4,4,1,   ,12,4,1,9,1,4,1,5,15,  ,  ,40,  ,44,  ,2015       ,           ,           ,30-44,1,1,0,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,45-54, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"cavalcavia Milizie, palo luce 35                         ",8,0000,000,2
115508,16,15,146,4,4,1,   ,12,3,1,5,1,1,1,3,1,16,  ,00,  ,00,  ,2009       ,"(2001,2006]",           ,30-44,2,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Pirelli Piero e Alberto incrocio via Caldirola Piero ,9,0000,000,2
116124,16,15,146,3,4,1,   ,12,3,1,7,1,4,1,6,16,01,  ,61,  ,62,  ,2011       ,2016       ,           ,45-54,1,2,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,2,1,2,(<=1976]   , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"viale Beatrice D'Este, 44                                ",12,0000,000,4
116125,16,15,146,3,4,8,000,12,1,1,7,1,4,1,3,1,01,  ,20,  ,36,  ,           ,2014       ,           ,30-44,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"piazzale Aereoporto Linate (interno), palo luce 011      ",14,0000,000,4
116126,16,15,146,3,4,1,   ,12,2,1,7,1,4,1,10,16,  ,  ,70,  ,70,  ,2016       ,           ,           ,18-29,2,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Monti Vincenzo, 44                                   ",15,0000,000,4
116127,16,15,146,3,4,1,   ,12,2,1,7,1,4,1,4,1,01,  ,23,  ,20,  ,2007       ,2014       ,           ,30-44,2,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,2,2,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Reggimento Savoia Cavalleria, palo luce 8 1          ",18,0000,000,4
116128,16,15,146,3,4,1,   ,12,4,1,4,1,4,1,5,16,  ,  ,41,  ,53,  ,2008       ,           ,           ,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,2,65+  , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,1,0,1,viale Tibaldi incrocio via Meda Giuseppe                 ,18,0000,000,4
116129,16,15,146,3,4,1,   ,12,4,1,3,1,4,1,4,1,01,  ,03,  ,01,  ,2016       ,2016       ,           ,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,viale Cassala incrocio via D'Adda Carlo                  ,18,0000,000,4
116130,16,15,146,3,4,1,   ,12,2,1,3,1,4,1,5,16,  ,  ,49,  ,51,  ,2013       ,           ,           ,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,30-44, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,via Castel Morrone incrocio via Goldoni Carlo            ,19,0000,000,4
116131,16,15,146,4,4,1,   ,12,2,1,7,1,4,1,10,16,  ,  ,70,  ,73,  ,2013       ,           ,           ,18-29,2,2,5,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"foro Buonaparte, 63                                      ",1,0000,000,4
116132,16,15,146,4,4,1,   ,12,3,1,7,2,4,2,8,1,  ,  ,64,  ,65,  ,2010       ,           ,           ,18-29,1,2,2,"(2011,2016]",2,18-29,4, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"via Gioia Melchiorre, palo luce 72 1                     ",4,0000,000,4
116133,16,15,146,4,4,1,   ,12,1,1,3,1,4,1,2,1,04,  ,05,  ,01,  ,2014       ,2014       ,           ,45-54,2,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Aleardi Aleardo incrocio via Bertini Giovan Battista ,15,0000,000,4
116134,16,15,146,4,4,1,   ,12,3,1,7,1,4,1,8,1,  ,  ,60,  ,60,  ,"(2001,2006]",           ,           ,45-54,2,2,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Gioia Melchiorre, palo luce 157 2                    ",17,0000,000,4
116135,16,15,146,4,4,1,   ,12,1,1,1,1,4,1,2,16,01,  ,01,  ,06,  ,2007       ,"(2001,2006]",           ,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Monte Rosa incrocio via Monte Leone                  ,18,0000,000,4
116136,16,15,146,4,4,1,   ,12,4,1,1,1,4,1,2,1,16,  ,04,  ,01,  ,2013       ,2015       ,           ,55-64,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Mecenate incrocio via Mecenate                       ,18,0000,000,4
116137,16,15,146,4,4,1,   ,12,1,1,7,1,4,1,3,16,01,  ,20,  ,21,  ,2011       ,2009       ,           ,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"viale Regina Giovanna, 7                                 ",22,0000,000,4
116138,16,15,146,5,4,1,   ,12,3,1,1,1,4,1,2,1,08,  ,04,  ,01,  ,2008       ,2016       ,           ,30-44,1,2,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,4,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Socrate incrocio via Platone                         ,9,0000,000,4
116139,16,15,146,5,4,1,   ,12,3,1,4,1,4,1,2,1,01,  ,03,  ,01,  ,"(2001,2006]",2009       ,           ,18-29,2,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Ripamonti Giuseppe incrocio via Ferrari Virgilio     ,17,0000,000,4
116140,16,15,146,5,4,1,   ,12,2,1,3,1,4,1,3,1,14,  ,06,  ,01,  ,2011       ,           ,           ,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,2,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,viale Coni Zugna incrocio via Bragadino Marco            ,18,0000,000,4
116141,16,15,146,5,4,1,   ,12,4,1,7,1,4,1,10,16,  ,  ,70,  ,74,  ,2014       ,           ,           ,30-44,1,2,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"corso di Porta Vittoria, 51                              ",18,0000,000,4
116142,16,15,146,6,4,1,   ,12,2,1,7,1,4,1,2,17,01,  ,20,  ,35,  ,2010       ,"(2001,2006]",           ,18-29,1,2,2,"(2011,2016]", ,     , ,2,18-29,3, ,     , , ,     , ,0,0,0,0,18-29,2,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"via Valtellina, 68                                       ",1,0000,000,4
116143,16,15,146,6,4,1,   ,12,2,1,7,1,4,1,2,16,01,  ,21,  ,35,  ,2015       ,"(2001,2006]",           ,55-64,1,2,3,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,3,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"corso Venezia, 46                                        ",11,0000,000,4
116144,16,15,146,6,4,1,   ,12,4,1,9,2,4,2,4,1,01,01,23,  ,20,  ,2014       ,2007       ,2015       ,45-54,2,1,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(2001,2006]",2,10-14,3, ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,1,0,0,0,0,0,0,2,cavalcavia Ghisallo uscita Novara                        ,17,0000,000,4
116145,16,15,146,7,4,1,   ,12,4,1,4,1,4,1,2,1,01,  ,01,  ,04,  ,           ,           ,           ,30-44,1,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2006,2011]",2,18-29,3, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,piazza della Repubblica incrocio piazza della Repubblica ,4,0000,000,4
116146,16,15,146,7,4,1,   ,12,3,1,7,1,4,2,5,1,  ,  ,49,  ,53,  ,2008       ,           ,           ,45-54,1,1,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,18-29, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"piazzale Accursio Francesco, palo luce 56                ",11,0000,000,4
116147,16,15,146,1,4,1,   ,12,3,1,7,1,4,1,7,8,  ,  ,61,  ,61,  ,2010       ,           ,           ,45-54,1,2,2,"(2011,2016]",2,30-44,4, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"viale Sarca, 322                                         ",3,0000,000,4
116148,16,15,146,1,4,1,   ,12,1,1,7,1,4,2,5,11,  ,  ,00,  ,00,  ,           ,           ,           ,55-64,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,45-54, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,interno dell' Ortomercato (viale di Ponente) in corrispon,10,0000,000,4
116149,16,15,146,1,4,1,   ,12,2,1,7,1,4,1,7,14,  ,  ,60,  ,62,  ,           ,           ,           ,30-44,2,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Porpora Nicola, 63                                   ",13,0000,000,4
116150,16,15,146,1,4,1,   ,12,1,1,3,1,2,1,4,16,01,  ,00,  ,00,  ,2010       ,"(2001,2006]",           ,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,via Archimede incrocio via Hajech Camillo                ,24,0000,000,4
116552,16,15,146,2,4,1,   ,12,4,1,7,2,4,3,7,8,  ,  ,61,  ,61,  ,2009       ,           ,           ,55-64,1,2,4,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Marco Bruto, palo luce 2                             ",18,0000,000,4
116553,16,15,146,2,4,1,   ,12,1,1,3,2,4,3,2,1,14,  ,05,  ,01,  ,2014       ,           ,           ,30-44,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Marghera incrocio via De Angeli                      ,13,0000,000,4
116554,16,15,146,2,4,1,   ,12,3,1,1,2,4,1,2,1,16,  ,17,  ,01,  ,"(2001,2006]",2008       ,           ,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,piazza Caiazzo incrocio viale Doria Andrea               ,18,0000,000,4
116555,16,15,146,2,4,1,   ,12,2,1,3,2,4,3,2,1,01,  ,04,  ,01,  ,2010       ,"(2001,2006]",           ,18-29,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,via Val Maira incrocio via Cherasco                      ,19,0000,000,4
116556,16,15,146,2,4,1,   ,12,3,1,7,2,4,3,6,1,01,  ,64,  ,62,  ,2014       ,2014       ,           ,45-54,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,cavalcavia Ghisallo in prossimita della via Montefeltro n,20,0000,000,4
